OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
1,"1001",พระนคร,Phra Nakhon,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7553252857,100.4978688011
2,"1002",ดุสิต,Dusit,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7800056704,100.5179819276
3,"1003",หนองจอก,Nong Chok,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8523410488,100.8571899401
4,"1004",บางรัก,Bang Rak,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7268390647,100.5241851822
5,"1005",บางเขน,Bang Khen,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8667506203,100.6303183125
6,"1006",บางกะปิ,Bang Kapi,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7692416773,100.6400664544
7,"1007",ปทุมวัน,Pathum Wan,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7394548609,100.5354558382
8,"1008",ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7508970206,100.5111504159
9,"1009",พระโขนง,Phra Khanong,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6921166513,100.6141057180
10,"1010",มีนบุรี,Min Buri,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8088350416,100.7541667309
11,"1011",ลาดกระบัง,Lat Krabang,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7441628749,100.7931453007
12,"1012",ยานนาวา,Yan Nawa,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6916419171,100.5394060193
13,"1013",สัมพันธวงศ์,Samphanthawong,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7385447269,100.5086403127
14,"1014",พญาไท,Phaya Thai,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7819333850,100.5445487010
15,"1015",ธนบุรี,Thon Buri,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7155727779,100.4853393678
16,"1016",บางกอกใหญ่,Bangkok Yai,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7351224771,100.4760512751
17,"1017",ห้วยขวาง,Huai Khwang,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7674487642,100.5828644055
18,"1018",คลองสาน,Khlong San,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7228120253,100.5023332139
19,"1019",ตลิ่งชัน,Taling Chan,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7716912997,100.4351804941
20,"1020",บางกอกน้อย,Bangkok Noi,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7626973368,100.4714766831
21,"1021",บางขุนเทียน,Bang Khun Thian,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.5884789701,100.4281247730
22,"1022",ภาษีเจริญ,Phasi Charoen,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7234082705,100.4413626395
23,"1023",หนองแขม,Nong Khaem,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6953960342,100.3553309162
24,"1024",ราษฎร์บูรณะ,Rat Burana,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6728873673,100.4993241737
25,"1025",บางพลัด,Bang Phlat,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7872615969,100.4941367030
26,"1026",ดินแดง,Din Daeng,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7750786414,100.5628090070
27,"1027",บึงกุ่ม,Bueng Kum,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8087364553,100.6509455254
28,"1028",สาทร,Sathon,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7139710842,100.5309637681
29,"1029",บางซื่อ,Bang Sue,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8201245159,100.5284872055
30,"1030",จตุจักร,Chatuchak,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8263835057,100.5650160881
31,"1031",บางคอแหลม,Bang Kho Laem,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6967498442,100.5095613383
32,"1032",ประเวศ,Prawet,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6998060852,100.6767821005
33,"1033",คลองเตย,Khlong Toei,"10",กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7163860209,100.5724337792
